FID,Date,Latitude,Longitude,Oceans,Regions,SubRegions,Measurement,Unit,Density Range,Density Class,Sampling Method,Short Reference,DOI,Organization,Keywords,Accession Number,Accession Link,GlobalID,Long Reference,Beach Location,Ocean Bottom Depth (m),Sediment Sample Depth (m),Transect Number,Sampling Point on Beach,Volunteers Number,Collecting Time (min),State,Country,Marine Setting,x,y
121902,6/13/2018 12:00:00 AM,21.525186,-105.278947,Pacific Ocean,,,3526.093089,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,e5ad0d01-acdb-4c00-b235-0a6f9a9223fe,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Borrego,,,,3,,,Nayarit,Mexico,Beach,-11719598.7713,2454612.7187
121464,6/26/2019 12:00:00 AM,28.152519,-16.43179,Atlantic Ocean,,,1200,pieces/m3,500-30000,Medium,Stainless steel spoon,González-Hernández et al. 2020,https://doi.org/10.1016/j.marpolbul.2019.110757,"Universidad de La Laguna, Spain",Tenerife; Canary Islands,277839,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0277839,9521e70f-f8d9-4258-8e9b-07e5c73e0282,"González-Hernández, M., C. Hernández-Sánchez, J. González-Sálamo, J. López-Darias, J. Hernández-Borges. Monitoring of meso and microplastic debris in Playa Grande beach (Tenerife, Canary Islands, Spain) during a moon cycle. Marine Pollution bulletin, 150, 110757. https://doi.org/10.1016/j.marpolbul.2019.110757",Playa Grande beach,,,2,2,,,Canary Islands,Spain,Beach,-1829178.4956,3268216.5901
121796,5/5/2018 12:00:00 AM,21.29148,-89.634561,Atlantic Ocean,Gulf of Mexico,,3526.093089,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,09d859e1-d68e-46ff-9d43-038287502f34,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Progreso,,,,7,,,Yucat n,Mexico,Beach,-9978073.688,2426668.5942
121808,5/18/2018 12:00:00 AM,21.526733,-87.37755,Atlantic Ocean,Gulf of Mexico,,2115.655853,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,b2d257ae-248c-4cd1-af00-919e0ecccb6d,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Holbox,,,,9,,,Quintana Roo,Mexico,Beach,-9726824.3728,2454797.8421
121547,1/2/2020 12:00:00 AM,21.434722,91.964167,Indian Ocean,Bay of Bengal,,880,pieces/m3,500-30000,Medium,Trowel,Fatema et al. 2023,https://doi.org/10.1007/s43217-023-00131-z,Bangladesh Agricultural University,Bangladesh coast ,277997,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277997,5a024e5c-c0c3-42ce-8049-6fd336308105,"Fatema, K., K. A. Sumon, S. M. Moon, Md. J. Alam, S. J. Hasan, Md. H. Uddin, H. Arakawa, H. Rashid. 2023. Microplastics and mesoplastics in surface water, beach sediment, and crude salt from the northern Bay of Bengal, Bangladesh coast. Journal of Sedimentary Environments. https://doi.org/10.1007/s11356-022-24998-z",Laboni beach,,,5,5,,,,Bangladesh,Beach,10237404.2417,2443790.6738
121510,3/22/2019 12:00:00 AM,21.434722,91.964167,Indian Ocean,Bay of Bengal,,1200,pieces/m3,500-30000,Medium,Trowel,Fatema et al. 2023,https://doi.org/10.1007/s43217-023-00131-z,Bangladesh Agricultural University,Bangladesh coast ,277997,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277997,2de8f92c-2e70-4e10-bd13-41627409d7eb,"Fatema, K., K. A. Sumon, S. M. Moon, Md. J. Alam, S. J. Hasan, Md. H. Uddin, H. Arakawa, H. Rashid. 2023. Microplastics and mesoplastics in surface water, beach sediment, and crude salt from the northern Bay of Bengal, Bangladesh coast. Journal of Sedimentary Environments. https://doi.org/10.1007/s11356-022-24998-z",Laboni beach,,,1,8,,,,Bangladesh,Beach,10237404.2417,2443790.6738
128248,1/23/2016 12:00:00 AM,10.760339,-61.441728,Atlantic Ocean,Caribbean Sea,,1,pieces/m3,0-100,Very Low,Hand picking,Seemungal et al. 2022,https://doi.org/10.1007/s11852-021-00846-z,"University of the West Indies, St. Augustine Campus, Trinidad and Tobago",,280519,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:280519,998bc385-af8d-4d24-a0e7-497778c014f7,"Seemungal, R., J. Darsan, M. Wilson. 2022. The influence of coastal geomorphology and human activity on plastic debris distribution on a micro-tidal recreational beach on the north coast of Trinidad. Journal of Coastal Conservation 26, 19. https://doi.org/10.1007/s11852-021-00846-z",Maracas Beach,,,,,,,,Trinidad,Beach,-6839661.8744,1204939.4836
121842,6/1/2018 12:00:00 AM,16.538785,-98.915883,Pacific Ocean,,,2115.655853,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,05e84e8c-876e-4c10-b28b-f52c033de94f,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Ventura,,,,3,,,Guerrero,Mexico,Beach,-11011265.7269,1867202.2835
121994,7/11/2018 12:00:00 AM,26.729392,-111.906818,Pacific Ocean,Gulf of California,,0,pieces/m3,0-100,Very Low,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,f6449263-f3ae-4b1c-b663-e275ffbb6ec8,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Burro,,,,5,,,Baja California Sur,Mexico,Beach,-12457409.9961,3089703.3454
121556,1/3/2020 12:00:00 AM,21.329722,92.029167,Indian Ocean,Bay of Bengal,,800,pieces/m3,500-30000,Medium,Trowel,Fatema et al. 2023,https://doi.org/10.1007/s43217-023-00131-z,Bangladesh Agricultural University,Bangladesh coast ,277997,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277997,a4927618-7df3-4a23-bcff-c29601b5d581,"Fatema, K., K. A. Sumon, S. M. Moon, Md. J. Alam, S. J. Hasan, Md. H. Uddin, H. Arakawa, H. Rashid. 2023. Microplastics and mesoplastics in surface water, beach sediment, and crude salt from the northern Bay of Bengal, Bangladesh coast. Journal of Sedimentary Environments. https://doi.org/10.1007/s11356-022-24998-z",Crab beach,,,6,4,,,,Bangladesh,Beach,10244640.0086,2431238.1201
122048,5/18/2018 12:00:00 AM,21.5317,-87.3683,Atlantic Ocean,Gulf of Mexico,,0,pieces/m3,0-100,Very Low,PVC cylinder,Cruz-Salas et al. 2022,https://doi.org/10.1016/j.rsma.2022.102423,"Universidad Autónoma de Baja California, Mexico",Holbox island; Mexico,278269,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278269,5d5fbf98-7a1c-4b54-9008-a99931bfa9e6,"Cruz-Salas, A.A., J.C. Alvarez-Zeferino, S. Ojeda-Benítez, S.E. Cruz-Sotelo, A. Vázquez-Morillas. 2022. Solid waste and microplastics on the beaches of Holbox island, Mexico. Regional Studies in Marine Science 53, 102423. https://doi.org/10.1016/j.rsma.2022.102423",Holbox island,,,,9,,,Quintana Roo,Mexico,Beach,-9725794.6675,2455392.2366
121453,6/17/2019 12:00:00 AM,28.152519,-16.43179,Atlantic Ocean,,,8160,pieces/m3,500-30000,Medium,Stainless steel spoon,González-Hernández et al. 2020,https://doi.org/10.1016/j.marpolbul.2019.110757,"Universidad de La Laguna, Spain",Tenerife; Canary Islands,277839,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0277839,5b0beba3-0d3e-4cbd-9b16-c1251805a1fd,"González-Hernández, M., C. Hernández-Sánchez, J. González-Sálamo, J. López-Darias, J. Hernández-Borges. Monitoring of meso and microplastic debris in Playa Grande beach (Tenerife, Canary Islands, Spain) during a moon cycle. Marine Pollution bulletin, 150, 110757. https://doi.org/10.1016/j.marpolbul.2019.110757",Playa Grande beach,,,1,1,,,Canary Islands,Spain,Beach,-1829178.4956,3268216.5901
121948,6/21/2018 12:00:00 AM,28.859672,-112.030125,Pacific Ocean,Gulf of California,,1410.437236,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,5845b462-1b25-4493-be3c-9678a8298503,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Kino,,,,9,,,Sonora,Mexico,Beach,-12471136.4685,3357797.5199
121848,6/1/2018 12:00:00 AM,16.538785,-98.915883,Pacific Ocean,,,1410.437236,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,3b5b95a4-f49e-4242-97df-b5bb89ee02ba,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Ventura,,,,9,,,Guerrero,Mexico,Beach,-11011265.7269,1867202.2835
121742,4/14/2018 12:00:00 AM,20.480567,-97.006983,Atlantic Ocean,Gulf of Mexico,,705.218618,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,aa22b30c-6866-4a02-b8c5-dac7054eaca8,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Tecolutla,,,,3,,,Veracruz,Mexico,Beach,-10798767.951,2330048.4299
121908,6/13/2018 12:00:00 AM,21.525186,-105.278947,Pacific Ocean,,,2820.874471,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,b9ba6e7f-ea58-41b9-a5df-a84aec30c95f,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Borrego,,,,9,,,Nayarit,Mexico,Beach,-11719598.7713,2454612.7187
121765,4/28/2018 12:00:00 AM,18.558117,-94.99345,Atlantic Ocean,Gulf of Mexico,,0,pieces/m3,0-100,Very Low,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,227a4c7a-fc02-41a7-8a11-883b769c7849,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Sontecomapa ,,,,6,,,Veracruz,Mexico,Beach,-10574622.4827,2102979.7934
122028,7/14/2018 12:00:00 AM,23.327094,-110.174193,Pacific Ocean,,,0,pieces/m3,0-100,Very Low,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,9b96fd14-5886-44ca-9cfb-c9528801f1a9,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Cerritos,,,,9,,,Baja California Sur,Mexico,Beach,-12264535.0633,2671623.3449
122051,5/18/2018 12:00:00 AM,21.526733,-87.37755,Atlantic Ocean,Gulf of Mexico,,706.389134,pieces/m3,500-30000,Medium,PVC cylinder,Cruz-Salas et al. 2022,https://doi.org/10.1016/j.rsma.2022.102423,"Universidad Autónoma de Baja California, Mexico",Holbox island; Mexico,278269,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278269,7215e1e3-2986-48fc-9193-46d27e166722,"Cruz-Salas, A.A., J.C. Alvarez-Zeferino, S. Ojeda-Benítez, S.E. Cruz-Sotelo, A. Vázquez-Morillas. 2022. Solid waste and microplastics on the beaches of Holbox island, Mexico. Regional Studies in Marine Science 53, 102423. https://doi.org/10.1016/j.rsma.2022.102423",Holbox island,,,,2,,,Quintana Roo,Mexico,Beach,-9726824.3728,2454797.8421
122077,5/18/2018 12:00:00 AM,21.516267,-87.391983,Atlantic Ocean,Gulf of Mexico,,2825.556538,pieces/m3,500-30000,Medium,PVC cylinder,Cruz-Salas et al. 2022,https://doi.org/10.1016/j.rsma.2022.102423,"Universidad Autónoma de Baja California, Mexico",Holbox island; Mexico,278269,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278269,257985fd-ebe1-4c54-ab67-0695bd335cfb,"Cruz-Salas, A.A., J.C. Alvarez-Zeferino, S. Ojeda-Benítez, S.E. Cruz-Sotelo, A. Vázquez-Morillas. 2022. Solid waste and microplastics on the beaches of Holbox island, Mexico. Regional Studies in Marine Science 53, 102423. https://doi.org/10.1016/j.rsma.2022.102423",Holbox island,,,,8,,,Quintana Roo,Mexico,Beach,-9728431.047,2453545.4559
121816,5/10/2018 12:00:00 AM,20.63028,-87.065838,Atlantic Ocean,Caribbean Sea,,2820.874471,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,02c08e44-834c-4087-bc11-a76e99c38389,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Del Carmen,,,,7,,,Quintana Roo,Mexico,Beach,-9692124.7516,2347847.633
121716,4/8/2018 12:00:00 AM,22.282206,-97.798196,Atlantic Ocean,Gulf of Mexico,,1410.437236,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,88d518b0-d501-478b-80b1-79c5323bc6da,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Miramar,,,,7,,,Tamaulipas,Mexico,Beach,-10886845.3792,2545441.3291
121785,5/4/2018 12:00:00 AM,19.541887,-90.70652,Atlantic Ocean,Gulf of Mexico,,0,pieces/m3,0-100,Very Low,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,0207bf57-26d5-4b4f-90e7-7f738e71c730,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Acapulquito,,,,6,,,Campeche,Mexico,Beach,-10097403.618,2218839.3909
121859,6/2/2018 12:00:00 AM,17.810561,-101.748865,Pacific Ocean,,,705.218618,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,f766bcbc-78fd-436e-b76b-e9f41581aab3,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Troncones,,,,10,,,Guerrero,Mexico,Beach,-11326631.8406,2015386.9049
121885,6/9/2018 12:00:00 AM,20.751055,-105.37303,Pacific Ocean,,,2820.874471,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,e82d6cb9-c70f-438b-b046-5a2f29d4b11d,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Pelicanos,,,,6,,,Nayarit,Mexico,Beach,-11730072.0429,2362219.1902
122008,7/13/2018 12:00:00 AM,24.14189,-110.349147,Pacific Ocean,Gulf of California,,0,pieces/m3,0-100,Very Low,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,cb30fc6d-4a32-434b-b5a1-385e4a3df4ca,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Blandra,,,,9,,,Baja California Sur,Mexico,Beach,-12284010.8535,2770707.58
121934,6/19/2018 12:00:00 AM,27.916643,-110.775325,Pacific Ocean,Gulf of California,,2820.874471,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,e9f0f52b-315b-4321-9795-57112571075e,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Cochorit,,,,5,,,Sonora,Mexico,Beach,-12331452.7715,3238468.4381
121836,5/30/2018 12:00:00 AM,15.664929,-96.544661,Pacific Ocean,,,3526.093089,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,3dc961aa-2ac6-4219-9501-2a92b31e77bc,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",San Agustinillo,,,,7,,,Oaxaca,Mexico,Beach,-10747302.5013,1765951.9446
121487,7/9/2019 12:00:00 AM,28.152519,-16.43179,Atlantic Ocean,,,42400,pieces/m3,>40000,Very High,Stainless steel spoon,González-Hernández et al. 2020,https://doi.org/10.1016/j.marpolbul.2019.110757,"Universidad de La Laguna, Spain",Tenerife; Canary Islands,277839,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0277839,c5789145-76b4-4933-83d9-984f2d69ff78,"González-Hernández, M., C. Hernández-Sánchez, J. González-Sálamo, J. López-Darias, J. Hernández-Borges. Monitoring of meso and microplastic debris in Playa Grande beach (Tenerife, Canary Islands, Spain) during a moon cycle. Marine Pollution bulletin, 150, 110757. https://doi.org/10.1016/j.marpolbul.2019.110757",Playa Grande beach,,,4,5,,,Canary Islands,Spain,Beach,-1829178.4956,3268216.5901
121736,4/12/2018 12:00:00 AM,20.974583,-97.3069,Atlantic Ocean,Gulf of Mexico,,0,pieces/m3,0-100,Very Low,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,5e1e4ab8-2561-403e-a23b-0422916d47b6,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Tuxpan,,,,7,,,Veracruz,Mexico,Beach,-10832154.5587,2388848.1402
128257,1/23/2016 12:00:00 AM,10.758064,-61.436573,Atlantic Ocean,Caribbean Sea,,0,pieces/m3,0-100,Very Low,Hand picking,Seemungal et al. 2022,https://doi.org/10.1007/s11852-021-00846-z,"University of the West Indies, St. Augustine Campus, Trinidad and Tobago",,280519,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:280519,3e0206c5-180a-49a8-8d03-7bdbd242b963,"Seemungal, R., J. Darsan, M. Wilson. 2022. The influence of coastal geomorphology and human activity on plastic debris distribution on a micro-tidal recreational beach on the north coast of Trinidad. Journal of Coastal Conservation 26, 19. https://doi.org/10.1007/s11852-021-00846-z",Maracas Beach,,,,,,,,Trinidad,Beach,-6839088.0224,1204681.7
121536,9/6/2019 12:00:00 AM,21.329722,92.029167,Indian Ocean,Bay of Bengal,,4320,pieces/m3,500-30000,Medium,Trowel,Fatema et al. 2023,https://doi.org/10.1007/s43217-023-00131-z,Bangladesh Agricultural University,Bangladesh coast ,277997,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277997,9afa7c6a-73ee-46ec-84b6-221094a0a525,"Fatema, K., K. A. Sumon, S. M. Moon, Md. J. Alam, S. J. Hasan, Md. H. Uddin, H. Arakawa, H. Rashid. 2023. Microplastics and mesoplastics in surface water, beach sediment, and crude salt from the northern Bay of Bengal, Bangladesh coast. Journal of Sedimentary Environments. https://doi.org/10.1007/s11356-022-24998-z",Crab beach,,,4,4,,,,Bangladesh,Beach,10244640.0086,2431238.1201
121524,9/5/2019 12:00:00 AM,21.434722,91.964167,Indian Ocean,Bay of Bengal,,2640,pieces/m3,500-30000,Medium,Trowel,Fatema et al. 2023,https://doi.org/10.1007/s43217-023-00131-z,Bangladesh Agricultural University,Bangladesh coast ,277997,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:277997,c400ce02-b4d2-43ba-8f39-a999dcc84087,"Fatema, K., K. A. Sumon, S. M. Moon, Md. J. Alam, S. J. Hasan, Md. H. Uddin, H. Arakawa, H. Rashid. 2023. Microplastics and mesoplastics in surface water, beach sediment, and crude salt from the northern Bay of Bengal, Bangladesh coast. Journal of Sedimentary Environments. https://doi.org/10.1007/s11356-022-24998-z",Laboni beach,,,3,2,,,,Bangladesh,Beach,10237404.2417,2443790.6738
121865,6/4/2018 12:00:00 AM,18.270009,-103.346377,Pacific Ocean,,,2820.874471,pieces/m3,500-30000,Medium,PVC cylinder,Alvarez-Zeferino et al. 2020,https://doi.org/10.1016/j.resconrec.2019.104633,"Universidad Autónoma de Baja California, Mexico",Mexico,278270,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0278270,8dea555d-f26e-4c49-b3af-a0c420196f69,"Alvarez-Zeferino, J.C., S. Ojeda-Benítez, A. A. Cruz-Salas, C. Martínez-Salvador, A. Vázquez-Morillas. 2020. Microplastics in Mexican beaches. Resources, Conservation and Recycling 155, 104633. https://doi.org/10.1016/j.resconrec.2019.104633",Colola,,,,6,,,Michoac n,Mexico,Beach,-11504466.063,2069176.9608
