longitude,latitude,mpw,area
32.67916667,-26.34583333,39061900,30385700000
79.8875,6.754166667,38796300,226800000
86.94583333,20.77083333,37950100,51405100000
55.7875,26.99583333,37565100,42115500000
86.65416667,20.32916667,37419300,1.36E+11
106.9375,-6.095833333,37353100,247500000
96.19583333,16.77083333,37068000,1614100000
32.42083333,-28.40416667,36897500,9797800000
99.37083333,9.1875,36615000,13260700000
32.37916667,46.52916667,36430000,5.10E+11
45.3875,13.0625,35726700,7793300000
145.0125,-7.8125,35687700,31671200000
120.8041667,32.02083333,34980700,962100000
35.0625,-20.92916667,34971100,1.03E+11
6.070833333,4.3875,34877600,2.10E+12
110.5708333,-6.770833333,33929600,3415800000
109.0708333,21.6125,33387500,9330300000
120.7375,32.0375,33212100,924100000
105.7958333,19.60416667,33060400,1510700000
37.85416667,18.60416667,32849700,64025000000
108.3541667,15.8625,32802400,9545800000
18.4875,-33.8625,32450700,1479800000
94.7125,16.7625,32443300,6039100000
105.8625,-4.679166667,32288500,7067700000
31.55416667,31.44583333,32129300,529000000
8.495833333,53.3375,31923800,44758600000
7.779166667,36.8625,31817900,6340200000
28.50416667,40.39583333,31802500,23717400000
80.8375,15.7625,31682500,2.59E+11
119.1208333,25.40416667,31665200,1764100000
118.1208333,39.1875,31641700,1149600000
123.6458333,39.89583333,31475600,6113800000
-69.87916667,18.47083333,31304100,3386200000
3.670833333,36.8375,31190300,4128500000
102.5541667,2.054166667,31012700,6066300000
144.4875,-3.804166667,30696000,80101600000
125.5208333,9.0125,30647400,12008300000
106.8291667,-6.120833333,30437600,320900000
120.5791667,27.5875,30083700,1315300000
120.4791667,33.8125,29817200,1709300000
90.02916667,22.64583333,29739100,2224100000
118.9208333,37.35416667,29666000,1926100000
-7.5375,4.370833333,29625500,29630200000
-88.75416667,15.8125,29601100,8757200000
-58.52083333,-34.44583333,29525000,2265800000
91.35416667,22.77916667,29443400,3772600000
120.2791667,23.82916667,29365000,3287600000
90.4125,22.75416667,29294000,1888900000
79.7875,11.75416667,29270200,13772100000
123.1291667,13.70416667,29099900,2871100000
120.8958333,14.7125,28750300,542100000
113.4041667,23.0875,28563000,403800000
61.67083333,25.17916667,28523100,31145300000
102.2458333,6.179166667,28462500,13167000000
80.15416667,12.4625,28383500,17970100000
-72.7625,19.2375,28365900,8833800000
120.4708333,32.07916667,28171800,781600000
120.3125,36.2375,27998100,718000000
-91.77916667,14.1875,27929300,1494900000
32.7375,-25.77083333,27882700,46736600000
109.3125,13.07083333,27551400,13321900000
109.9208333,21.42916667,27533100,3329000000
37.57083333,47.0875,27262900,5031200000
-16.37083333,12.5625,27253600,14844700000
106.5541667,9.995833333,27246000,943100000
105.1041667,9.8875,27136200,2085100000
119.7958333,34.3875,26963600,1350600000
106.7541667,20.8625,26881900,779700000
103.4458333,-0.354166667,26839900,17371700000
100.3125,13.49583333,26814100,334700000
120.6541667,30.14583333,26806700,901800000
3.854166667,36.9125,26724100,2514400000
-97.79583333,22.25416667,26719900,85838200000
119.6458333,34.52083333,26405800,1290000000
109.0041667,-6.795833333,26316600,1325700000
-61.4875,10.6125,26082700,735900000
95.87916667,16.42083333,25962300,2549200000
100.2875,6.104166667,25912700,2860300000
-77.14583333,-12.0375,25900500,3342600000
106.5708333,20.47916667,25839200,622500000
107.8125,-6.195833333,25720900,1457700000
-41.0375,-21.62083333,25665800,57352000000
31.97083333,31.45416667,25571400,696800000
109.1875,-0.1375,25508200,83847300000
100.4375,7.254166667,25273500,4579600000
30.4625,-30.7375,25253000,6812500000
42.97083333,14.6875,25151400,5043000000
120.2791667,34.25416667,25132700,1142100000
120.4958333,40.27083333,25097600,3145400000
117.6291667,38.49583333,24970600,1935300000
-41.84583333,-2.804166667,24950300,3.33E+11
79.8375,8.295833333,24641800,2886100000
31.00416667,-29.8875,24601900,232400000
108.6041667,21.85416667,24351500,2372300000
1.595833333,6.229166667,24349500,7188800000
29.87083333,31.1875,24333100,935500000
100.3541667,5.5625,24105700,4243800000
104.8458333,10.1375,23970100,1911000000
43.27916667,13.57083333,23827500,2228400000
-71.62916667,-33.6125,23778200,15148300000
40.39583333,-10.5125,23743200,1.55E+11
30.64583333,41.12916667,23696100,62766300000
22.70416667,40.52083333,23673700,24491500000
120.3875,-4.354166667,23521800,7382000000
114.2958333,-3.3125,23399100,60592200000
38.5125,47.1875,23159700,7076800000
-90.9625,13.9125,23138400,1219400000
96.3625,16.9625,22977200,4914700000
116.2458333,22.9375,22926700,1259300000
4.770833333,6.1125,22877100,3021600000
47.55416667,43.6125,22816300,42981900000
113.3375,22.8125,22748400,530700000
108.4625,21.85416667,22742700,2939600000
121.3958333,32.37083333,22541600,781700000
2.795833333,36.6875,21900500,2048100000
110.5291667,-6.845833333,21344900,1238700000
108.1458333,-7.779166667,21253200,1551100000
-5.0125,5.1375,21105200,7961500000
21.2625,55.32916667,20977700,95662600000
46.4625,-15.97083333,20935900,56212600000
65.52083333,25.37916667,20732800,34543200000
30.80416667,-30.20416667,20687200,4456500000
120.6375,30.40416667,20621300,680700000
117.3208333,-0.7375,20524800,76488700000
51.65416667,46.92083333,20482700,2.11E+11
121.3041667,31.52083333,20384300,345800000
49.0125,30.4625,20351900,13043900000
0.5125,49.47916667,20305700,73090100000
-6.104166667,4.970833333,20275700,75373200000
43.0625,14.24583333,20267800,3026600000
121.8208333,24.7125,20247800,1191200000
52.44583333,36.67916667,20240600,4139800000
18.47083333,-33.9125,20174900,256400000
70.50416667,23.1125,20088900,29199700000
120.5208333,37.75416667,20075900,1014900000
26.80416667,38.59583333,20064500,16742300000
99.5125,7.395833333,19994300,3579400000
-90.3375,13.8375,19976300,2078800000
119.4375,35.3125,19957000,1080800000
120.4041667,32.04583333,19955900,523200000
49.50416667,30.0625,19891200,14346400000
18.7625,-34.07916667,19853400,603400000
106.5458333,-7.029166667,19776200,1823200000
91.42916667,22.8375,19767600,3033300000
125.4625,39.57083333,19714900,5752700000
51.12916667,15.17083333,19693700,46400500000
79.92916667,8.7875,19652000,3342600000
114.5541667,-3.320833333,19646400,13214000000
120.7875,31.80416667,19586600,450400000
120.0708333,23.05416667,19457800,1375500000
40.50416667,-2.529166667,19453600,95157600000
106.2708333,-5.9625,19417200,2074300000
96.09583333,16.82916667,19407400,389500000
27.1875,37.54583333,19396200,24342800000
109.4875,-6.8125,19393600,818800000
13.1625,-9.329166667,19323700,1.50E+11
-84.27916667,15.79583333,19309100,23571700000
121.5375,39.62083333,19281500,1814400000
32.42083333,-28.37916667,19071800,9233700000
-91.54583333,14.05416667,19071800,1580200000
-92.1875,14.50416667,19024200,1269300000
105.8041667,-4.354166667,18976000,9764800000
-62.17083333,-39.87083333,18849600,2.94E+11
-11.5875,6.970833333,18778600,19654100000
91.87083333,22.1375,18695500,3492400000
43.24583333,13.2875,18572500,1680300000
-9.604166667,30.3625,18529700,17278300000
109.2458333,13.87083333,18515000,2963600000
9.695833333,4.070833333,18406600,12220900000
110.5625,19.15416667,18366900,3965400000
119.5958333,26.75416667,18328100,2652000000
0.320833333,51.47083333,18282400,13257300000
112.7375,-7.195833333,18172400,487900000
6.720833333,4.829166667,18001000,1325400000
95.02083333,16.35416667,17994000,2374300000
35.82083333,35.49583333,17978700,1034300000
116.8041667,23.42083333,17948100,307900000
-65.9875,10.39583333,17893200,6589500000
10.1625,37.12083333,17785400,23226400000
-87.79583333,15.89583333,17570000,4343700000
87.3125,21.5875,17531400,19480100000
120.9875,32.54583333,17488900,708100000
108.8041667,-6.779166667,17471400,945100000
-78.42083333,2.604166667,17466600,22368500000
-0.120833333,35.7875,17454000,14548700000
-83.15416667,14.9875,17420100,24563200000
119.2208333,25.4625,17346300,643400000
13.8125,-10.87916667,17300000,22762900000
29.17916667,-31.94583333,17283300,2650600000
98.67083333,3.779166667,17218400,616200000
-71.74583333,9.3375,17111700,27548500000
106.0291667,19.9625,17108900,621900000
31.3375,-29.3875,17013100,2716200000
10.52916667,35.97916667,16956800,15193800000
-9.570833333,5.4625,16941400,12737200000
121.9708333,36.97083333,16905000,1136000000
88.95416667,22.3625,16867100,3374000000
99.94583333,13.27083333,16821100,5416000000
-43.77916667,-22.92916667,16819900,2073500000
113.3125,22.80416667,16804800,421300000
-90.10416667,13.7375,16782400,2359700000
120.5791667,33.64583333,16608800,1003700000
126.4041667,37.8875,16594000,3932300000
110.1875,20.84583333,16580200,1337900000
-89.40416667,29.35416667,16552600,3.18E+12
6.954166667,4.745833333,16451600,984500000
100.9291667,1.8125,16437600,19243800000
42.84583333,15.15416667,16396800,2931700000
25.84583333,-33.72083333,16348600,21444000000
101.2291667,3.3375,16236800,1880400000
30.97083333,-29.97083333,16232900,926000000
12.1375,-5.204166667,16203200,13174200000
110.3708333,21.42916667,16187600,928500000
27.47916667,-33.2875,16107600,2716900000
106.6875,10.22083333,16017100,468800000
49.84583333,7.9625,15947100,64808800000
26.0375,40.72916667,15937900,52409300000
4.670833333,51.72083333,15915100,32733100000
120.1458333,23.54583333,15821100,718200000
112.6541667,-7.204166667,15813000,695000000
-83.52083333,12.90416667,15807800,18376600000
8.404166667,4.7875,15741700,1708600000
88.89583333,22.3375,15706700,1574500000
102.1208333,1.120833333,15701500,11633400000
-77.1375,-11.9375,15639600,2195100000
49.94583333,37.4625,15572600,58579900000
-7.420833333,33.69583333,15511300,3902300000
97.75416667,2.279166667,15507000,11966700000
52.72916667,36.72083333,15409200,2688300000
100.4625,7.145833333,15374800,2278900000
-51.27083333,-30.0125,15359100,71883900000
80.44583333,5.970833333,15278000,210900000
91.2125,22.7125,15177400,915700000
101.2958333,3.254166667,15159600,328300000
106.4541667,-6.0375,15084000,541100000
-89.0375,13.35416667,15059500,688500000
33.5125,-25.17083333,14989500,4.07E+11
32.02916667,-28.80416667,14963500,3625500000
117.2291667,23.69583333,14921600,1009100000
-11.12083333,28.67916667,14916200,94563800000
-58.1875,6.779166667,14799500,7531300000
49.44583333,37.47916667,14743200,2109500000
114.0375,22.50416667,14727800,303700000
12.5125,44.9625,14693800,73276300000
121.8125,31.17916667,14692900,270500000
121.5791667,28.49583333,14658100,488500000
54.02916667,36.99583333,14612300,11575300000
109.2458333,0.029166667,14583200,9076300000
106.1375,9.404166667,14574800,1119000000
-75.5125,39.70416667,14573400,28563100000
25.62916667,-33.87083333,14468100,1450700000
122.6541667,10.77916667,14466900,1702200000
113.6041667,-8.4375,14462000,1216800000
120.8875,30.37083333,14429100,642500000
121.4541667,36.8375,14412200,990700000
72.9125,19.2875,14350400,4555700000
122.2375,40.4375,14340700,1516200000
106.7958333,-7.429166667,14321800,1405600000
50.6625,29.17916667,14319100,10658500000
7.254166667,36.99583333,14301600,1830500000
80.32083333,13.2125,14299800,3704300000
-16.14583333,13.4375,14281600,74309000000
34.8125,46.15416667,14253700,19089500000
-10.07083333,5.920833333,14220800,16259300000
113.3041667,-8.304166667,14200000,1191000000
120.3041667,31.94583333,14169100,319500000
81.70416667,6.5125,14119100,1242300000
-57.74583333,6.545833333,14103700,2216600000
117.0291667,23.62916667,14086900,1341400000
117.5708333,38.62083333,14072600,889800000
81.42083333,16.34583333,13931200,9327300000
30.92916667,-30.0125,13918800,284900000
38.84583333,-6.154166667,13909500,41588000000
-76.90416667,-12.27083333,13886000,1606200000
121.2458333,31.60416667,13853700,522500000
131.7958333,43.3625,13853100,16756900000
13.24583333,32.9125,13844900,2503600000
111.1875,-6.670833333,13797900,1355600000
111.5125,2.354166667,13778800,45280700000
125.6125,7.054166667,13768500,1688300000
108.8458333,21.7875,13635600,1383600000
27.1375,-33.49583333,13589100,30323800000
3.229166667,36.77916667,13588700,307400000
107.6041667,16.5625,13545800,1701600000
-7.620833333,33.60416667,13511100,1814000000
12.47083333,-6.079166667,13473200,3.71E+12
100.1625,2.504166667,13472900,9173800000
106.3958333,-6.004166667,13455700,827700000
-85.65416667,15.92916667,13430800,10729200000
72.9125,22.27916667,13413300,34139800000
32.3625,29.67916667,13387700,675800000
121.4291667,30.27083333,13364100,429000000
101.9708333,2.395833333,13353300,1249800000
100.1708333,8.379166667,13253100,1981800000
120.3875,16.12083333,13245800,834600000
121.3791667,30.74583333,13240000,405500000
-51.22916667,-29.99583333,13184500,8784100000
-91.3125,13.95416667,13125300,1512100000
116.8875,23.55416667,13109000,401900000
119.2541667,37.0625,13100700,638500000
98.54583333,3.979166667,13015200,3947100000
75.94583333,10.79583333,13006100,6220600000
121.3791667,32.20416667,12998800,397500000
97.6625,16.54583333,12861900,9438000000
49.02083333,39.2125,12849100,5703700000
106.6791667,10.10416667,12842500,579800000
117.9041667,24.39583333,12813700,683900000
102.0958333,6.2375,12796000,1504800000
44.42916667,-19.64583333,12753300,48097600000
27.27083333,37.95416667,12733800,3537300000
121.9041667,31.0125,12718600,320100000
110.1625,-6.8625,12707700,756600000
100.3708333,5.379166667,12623200,399200000
118.6791667,39.1625,12441900,746900000
113.4791667,-8.379166667,12400700,935800000
107.3625,10.47083333,12371100,1155800000
120.6041667,24.4125,12343700,806400000
-88.3375,13.19583333,12285900,2348800000
115.3125,22.87916667,12248100,939400000
120.2541667,22.72916667,12248100,293700000
122.8625,11.5375,12194000,2088700000
119.1958333,34.92083333,12192100,553400000
67.47083333,24.75416667,12124900,1664700000
101.6375,6.7125,12102000,2671500000
106.5375,9.745833333,12064000,709100000
121.4625,13.82083333,12059000,805800000
118.2291667,38.12083333,12056400,999300000
-69.62083333,19.19583333,12038000,5532100000
1.8125,6.279166667,11989700,23202500000
113.9375,-7.695833333,11888800,1359900000
115.6708333,22.8875,11850000,537600000
127.4541667,39.40416667,11784100,3368500000
41.64583333,42.1875,11762200,13548400000
53.1125,36.8125,11753400,4303700000
101.2791667,6.8875,11716700,3940300000
-10.3875,6.145833333,11605100,4966000000
0.654166667,5.795833333,11603900,4.13E+11
-95.74583333,18.74583333,11590700,39710800000
79.8375,7.304166667,11547800,300600000
118.2791667,39.04583333,11542600,659000000
122.2458333,39.3375,11514200,963800000
119.1791667,34.8375,11506400,856100000
120.4125,17.50416667,11495900,4948700000
80.4875,9.4875,11479000,759500000
112.8208333,-7.470833333,11473500,294600000
121.2458333,25.1125,11467800,217900000
109.0125,11.54583333,11435600,3017700000
111.4458333,21.55416667,11435400,618400000
-43.25416667,-22.7625,11431500,775700000
115.6125,22.89583333,11400400,1204200000
103.6208333,2.654166667,11399600,4441500000
-72.42083333,-16.72083333,11354300,13616000000
119.6458333,35.60416667,11352700,691000000
121.5958333,31.75416667,11326800,293800000
104.8208333,9.0375,11315600,1409200000
98.7125,3.770833333,11304900,449100000
-121.9208333,38.05416667,11297200,1.24E+11
113.7541667,22.74583333,11293100,380800000
120.6291667,32.07916667,11281200,338500000
105.4125,9.020833333,11180700,1033500000
120.9041667,13.8875,11133800,719800000
120.5791667,14.82083333,11113900,622000000
105.6125,18.9875,11109500,647800000
50.3875,37.09583333,11027400,1748700000
97.65416667,16.50416667,10991700,5911000000
142.4041667,-8.279166667,10978600,63811500000
-75.9125,9.429166667,10973300,14065300000
18.9375,54.3125,10966600,1.93E+11
80.07916667,9.654166667,10957700,492600000
120.8208333,33.04583333,10934900,728800000
30.19583333,-31.07916667,10933600,1630300000
103.9625,1.645833333,10924300,1824500000
119.4541667,-3.695833333,10909500,6435000000
8.279166667,4.854166667,10901600,1840700000
-9.345833333,5.2125,10883500,5699000000
106.7541667,20.77083333,10864400,187000000
33.8125,31.14583333,10838100,23828300000
104.4875,10.37083333,10778200,2186300000
35.5875,36.59583333,10757100,21206100000
106.9625,-6.095833333,10754400,72600000
7.954166667,36.85416667,10722100,2753000000
-71.67916667,19.8375,10721900,7070500000
49.4625,37.47916667,10668200,1488500000
-0.6875,53.67083333,10665100,11720000000
31.02083333,31.52083333,10632900,289600000
106.4291667,17.7375,10632700,3028300000
98.77916667,12.3125,10629900,17697300000
122.7291667,10.02083333,10623700,2068700000
110.0291667,-7.895833333,10612100,733500000
122.8125,10.50416667,10592900,894000000
10.19583333,34.3625,10556400,4110400000
102.8958333,1.820833333,10543500,2116000000
115.4708333,5.2375,10532400,9151200000
118.6875,24.94583333,10508500,413000000
109.6458333,-7.7875,10500500,831600000
100.8458333,3.854166667,10452900,2573700000
108.8708333,15.14583333,10441800,3498200000
110.6208333,21.3375,10416200,402000000
46.8125,44.4375,10414200,42738800000
-57.1375,5.7875,10407500,64332500000
120.9458333,14.65416667,10386000,100500000
81.52916667,6.3625,10376800,1389500000
112.8875,-7.6125,10357600,662700000
-79.00416667,1.6375,10318000,10528800000
107.7125,-6.2375,10275400,715800000
30.9125,31.45416667,10261300,323600000
1.9625,6.3125,10217300,3660000000
-92.0875,14.4375,10198900,808500000
120.0958333,36.12916667,10165400,554400000
107.1625,16.87916667,10110500,2491600000
102.5791667,0.170833333,10095000,20414600000
80.25416667,9.470833333,10067600,351600000
11.6125,33.12083333,9968040,16518200000
-114.9541667,31.92083333,9950170,6.20E+11
110.4041667,-6.954166667,9939970,265800000
120.5541667,24.3375,9926220,1209400000
78.12916667,8.645833333,9870030,5632900000
100.5958333,13.59583333,9863500,70900000
93.00416667,20.64583333,9858710,21416400000
-16.47916667,16.0625,9789290,4.44E+11
88.67083333,22.32916667,9764130,628300000
5.645833333,52.6125,9758250,10566500000
119.3125,39.65416667,9724220,620000000
120.6208333,33.45416667,9714460,635400000
-57.35416667,-35.72916667,9708490,5463000000
51.45416667,36.67083333,9703560,1736200000
144.6958333,-4.0375,9682450,17814600000
30.85416667,-30.1125,9675160,945400000
120.4125,24.0875,9669100,344400000
121.0958333,30.27916667,9653470,378000000
105.7875,-4.120833333,9616100,6532600000
120.2458333,37.54583333,9567240,594800000
100.4291667,5.170833333,9535220,1495500000
-36.40416667,-10.4625,9489020,6.37E+11
47.72083333,45.59583333,9483720,1.40E+12
121.1625,30.64583333,9458890,338600000
-84.3375,9.495833333,9453030,1361700000
-118.1958333,33.7625,9410330,2024900000
107.0208333,10.5375,9404090,712000000
-1.970833333,47.2875,9383140,1.17E+11
23.85416667,40.7875,9379850,16820400000
88.4625,21.89583333,9368510,1155600000
66.4375,25.54583333,9345240,13299800000
137.8625,-1.595833333,9333380,78985500000
-57.3625,-35.74583333,9319640,86101700000
99.7625,-0.1125,9301850,2098500000
93.30416667,20.20416667,9270520,9999300000
121.6375,25.2375,9255380,59800000
-14.9875,11.9625,9206250,12399600000
124.6541667,8.504166667,9194790,1474600000
7.295833333,53.32083333,9171860,12103000000
113.4791667,22.57916667,9139480,307600000
106.6458333,17.42916667,9129790,2492100000
117.7041667,24.04583333,9069230,638600000
87.9625,22.10416667,9046380,2875100000
-77.22083333,20.54583333,9033110,8989300000
28.95416667,41.02916667,9019000,365200000
108.5958333,15.5375,9009010,873500000
45.95416667,2.395833333,8993290,1742400000
19.39583333,40.84583333,8985320,6141700000
40.52083333,-13.52083333,8975990,61389400000
80.05416667,6.229166667,8974280,141700000
76.37916667,9.320833333,8968310,3920300000
30.19583333,31.27083333,8950840,455200000
28.5125,41.39583333,8950740,527800000
-87.6125,13.4125,8901390,2584700000
108.2625,-7.804166667,8891590,609300000
43.22916667,13.8875,8890990,700200000
116.2875,22.9625,8882170,288400000
-8.4875,33.24583333,8868470,3606700000
100.2625,-0.779166667,8860640,555500000
109.6625,21.59583333,8832630,723900000
120.9375,24.84583333,8774640,559500000
-92.22083333,14.5375,8731410,1413600000
122.8458333,10.2125,8724090,1153300000
90.07083333,22.64583333,8672860,577900000
121.7958333,30.85416667,8671430,410200000
118.1625,24.67916667,8667500,547200000
121.5458333,29.27083333,8627980,633600000
43.5125,-21.44583333,8626620,54933400000
81.52916667,7.929166667,8621470,1759500000
99.8125,2.970833333,8595580,5650800000
80.80416667,6.0375,8582290,170800000
120.4375,22.4625,8551890,432000000
78.8375,9.245833333,8551370,6862500000
36.6875,25.89583333,8530190,1.04E+11
83.9375,18.2125,8517440,9234000000
105.1125,-2.4125,8510520,2259300000
79.87083333,6.979166667,8468030,65600000
5.670833333,5.5375,8415090,515300000
106.5625,-6.029166667,8392400,186100000
85.4875,19.65416667,8387260,5272600000
45.45416667,13.12916667,8375120,3281400000
