longitude,latitude,mpw,area
125.7458333,7.329166667,8374670,2416300000
121.1708333,22.7625,8354770,1597000000
102.4875,5.895833333,8352850,694400000
100.1125,2.495833333,8340440,4032800000
26.97916667,38.92916667,8333090,3372200000
80.8875,6.0625,8319620,394400000
75.80416667,11.1625,8308620,2978500000
112.0125,21.82916667,8286790,964700000
34.02916667,36.30416667,8261760,10356400000
121.8625,36.92083333,8241500,619300000
139.8541667,35.7125,8238370,3482800000
53.1625,36.82083333,8224670,2091700000
146.9708333,-6.745833333,8221680,12747500000
89.82083333,22.4875,8218470,679100000
-43.27083333,-22.7875,8215300,228700000
-13.09583333,8.8375,8183000,18645200000
10.29583333,36.77083333,8181760,2313300000
-37.7875,-4.445833333,8155450,73463400000
127.5875,39.80416667,8150450,2515600000
76.19583333,10.19583333,8147080,6308600000
4.395833333,51.22916667,8145470,18975400000
81.75416667,7.504166667,8143890,536400000
85.0625,19.37083333,8142620,7856000000
109.1958333,12.2625,8141000,1911800000
109.4708333,-7.7625,8126130,506400000
110.5125,-6.870833333,8123650,323000000
48.7625,-19.9875,8109220,17701500000
119.4708333,25.67083333,8094370,550700000
92.7125,20.57083333,8090590,2325400000
47.94583333,30.0875,8088510,12762100000
103.1041667,5.320833333,8080690,4535300000
144.3791667,-7.504166667,8049420,16525400000
103.3291667,3.779166667,7992910,1654200000
119.6291667,35.57083333,7949830,520500000
178.5291667,-18.1375,7942010,3023200000
121.5125,28.6375,7928230,200500000
-2.279166667,4.904166667,7925880,8436000000
100.1375,8.3875,7907140,865000000
-78.64583333,-8.970833333,7903870,11953000000
66.87083333,24.8625,7884010,97300000
107.6041667,-6.1875,7846480,572500000
120.8958333,32.94583333,7832460,492600000
119.2958333,35.0875,7810760,371200000
107.4625,-6.1375,7807220,400300000
90.77916667,22.79583333,7800770,488800000
121.5375,30.1625,7782370,210900000
-58.59583333,6.454166667,7750710,1.55E+11
122.3291667,40.47916667,7673730,357600000
72.60416667,21.89583333,7671050,3953100000
42.9875,14.6125,7666090,1432500000
120.7541667,40.60416667,7661200,699000000
-91.42916667,14.00416667,7658860,872400000
108.9875,1.204166667,7654900,7380700000
32.52916667,31.09583333,7635180,3010900000
120.7541667,27.97916667,7627980,203400000
111.0958333,-8.220833333,7615890,731900000
99.80416667,2.979166667,7607380,1610600000
35.89583333,35.02916667,7605120,390800000
28.04583333,59.47083333,7549690,56230000000
120.9458333,24.85416667,7541440,261900000
-61.50416667,10.24583333,7539250,483400000
6.870833333,4.729166667,7505360,262700000
-61.4625,10.55416667,7501460,189100000
113.4708333,22.90416667,7494510,214300000
97.4875,5.245833333,7491730,4798700000
102.0791667,6.245833333,7481370,805800000
69.7875,21.44583333,7474480,10866700000
109.4125,-6.854166667,7472870,299100000
108.1375,-6.320833333,7451630,489600000
119.9375,37.39583333,7449720,496800000
78.27083333,9.0125,7438130,5201200000
100.7208333,7.0375,7425950,1452100000
35.95416667,35.2125,7384510,326300000
-58.57916667,-34.2875,7381580,4678400000
121.7125,31.2875,7375370,80000000
99.99583333,2.579166667,7373810,3305400000
122.5541667,39.47916667,7371350,2763500000
120.6125,31.9875,7365910,182900000
-80.87083333,-5.5625,7349840,9588900000
109.8291667,-7.829166667,7334370,492700000
121.0791667,30.59583333,7319060,307200000
-91.67083333,14.12916667,7317150,802500000
52.64583333,36.7125,7316530,1825400000
80.15416667,9.445833333,7304500,383900000
-118.1125,33.7375,7300170,2135300000
123.6458333,7.9875,7293030,1275800000
-87.8375,13.4375,7277540,2756100000
110.0875,18.49583333,7274880,1126800000
120.1291667,23.32916667,7272340,565800000
-3.279166667,5.145833333,7255540,28085700000
-1.470833333,35.29583333,7240640,7251100000
112.9625,-7.6375,7230860,453400000
79.79583333,7.7375,7213200,305400000
120.1791667,22.92083333,7209850,363800000
105.8875,18.40416667,7202410,501800000
18.19583333,-31.6625,7201300,46389900000
118.3458333,5.779166667,7188570,16086300000
35.92083333,35.32916667,7184500,378300000
120.8875,30.1625,7184200,344000000
72.85416667,21.67083333,7177510,96222800000
125.4541667,39.59583333,7128560,3604400000
106.6708333,-7.420833333,7104640,872300000
108.2208333,16.02083333,7101360,387900000
114.1125,-3.245833333,7092040,15998400000
6.5875,36.97083333,7078770,989600000
106.7208333,10.27083333,7077450,283000000
120.7041667,28.02083333,7071380,204700000
115.5458333,22.84583333,7070180,393100000
55.44583333,26.75416667,7063820,8086700000
124.7458333,8.554166667,7035240,1757500000
120.8541667,32.7375,7030380,302100000
-13.6875,9.945833333,7026710,16740600000
98.27916667,4.420833333,6996500,4888200000
79.8125,11.3625,6981890,78259100000
121.6875,31.72083333,6979770,270600000
79.92083333,8.5625,6957440,984400000
128.9208333,40.44583333,6946510,2321500000
104.6375,-2.3375,6914450,8146500000
-4.979166667,5.1375,6900720,99244500000
120.1791667,23.4625,6897520,422900000
123.2125,39.7375,6860580,877000000
123.0041667,39.67916667,6853920,775000000
9.5625,4.0375,6849600,4226700000
32.50416667,31.1125,6842860,203700000
108.6708333,19.27916667,6839700,5044900000
78.4875,9.129166667,6834930,3878200000
81.45416667,8.120833333,6831560,462400000
-46.29583333,-23.9875,6828780,545700000
120.1458333,23.00416667,6825800,275000000
-12.34583333,7.379166667,6803230,14313100000
30.04583333,-31.24583333,6783640,977600000
-15.02083333,11.94583333,6773960,24372400000
111.6875,21.77083333,6738770,610700000
79.79583333,7.704166667,6713390,232300000
126.0125,-8.5125,6710500,1357200000
-51.22083333,-30.0125,6710090,2003500000
-37.54583333,-11.80416667,6699130,36106400000
46.67083333,13.42916667,6698040,7241900000
120.5541667,14.80416667,6691410,381800000
104.8791667,-2.379166667,6684750,810500000
109.7458333,19.97916667,6679510,738900000
-58.30416667,-34.67083333,6640500,184000000
108.7791667,15.3625,6632270,738800000
110.2291667,-6.8875,6624200,252200000
35.87916667,34.94583333,6615880,356100000
100.9708333,6.870833333,6610270,1875900000
106.6208333,-6.020833333,6575560,1574700000
-76.92916667,8.095833333,6572840,35403400000
-44.17916667,-2.820833333,6557380,52811000000
108.8541667,-7.654166667,6538630,420500000
-71.19583333,46.8125,6535050,1.05E+12
-46.7875,-24.1875,6526210,918100000
98.4375,4.029166667,6509050,1519100000
-34.8875,-7.0875,6504460,19749500000
117.3791667,23.94583333,6496760,941800000
121.5541667,37.4375,6495190,392000000
81.8625,7.279166667,6492030,1718300000
114.1041667,-8.6125,6490150,672000000
-58.4125,-34.55416667,6489540,97500000
123.7125,10.54583333,6487910,256700000
-43.32083333,-23.0125,6476670,182600000
121.1791667,28.3875,6475530,345000000
8.920833333,-1.004166667,6461660,2.15E+11
38.85416667,-6.3875,6459410,17755400000
32.0625,41.57916667,6450820,13346100000
146.9208333,-9.120833333,6445470,5350800000
110.5791667,-6.7375,6433370,544900000
120.7708333,24.6125,6430400,550900000
-48.64583333,-26.9125,6429730,15105800000
6.245833333,4.520833333,6422190,744400000
-3.195833333,35.22916667,6408290,2634300000
125.2291667,6.095833333,6407160,1521700000
114.5958333,-3.604166667,6405240,815800000
-77.02916667,38.85416667,6380050,30350700000
-57.52916667,6.245833333,6372300,15782900000
120.7791667,33.19583333,6369450,478900000
29.97083333,-31.32083333,6363200,1018900000
79.77083333,11.49583333,6358120,7457600000
84.12916667,18.34583333,6329580,10659600000
113.9875,4.579166667,6310270,22545200000
120.8541667,32.75416667,6306150,337200000
9.7125,3.929166667,6294470,2772800000
105.7125,18.82916667,6271490,317000000
109.9125,21.3625,6268870,438300000
34.74583333,-19.8875,6248530,28553800000
19.44583333,41.02916667,6235760,2863100000
37.37083333,-17.65416667,6223880,23120100000
-44.8125,-3.329166667,6210890,55939400000
116.0791667,22.8625,6210310,335300000
-5.9875,35.59583333,6207750,1137500000
109.1041667,14.47916667,6196770,1393500000
106.7291667,20.99583333,6189600,369300000
80.07083333,9.079166667,6188820,794800000
88.07916667,22.2875,6184280,812500000
91.97083333,21.6625,6183070,1696100000
-72.54583333,18.22916667,6180950,518400000
35.87916667,35.45416667,6168100,315800000
9.904166667,3.2625,6161550,27692000000
-0.220833333,5.529166667,6147290,256300000
20.84583333,-34.40416667,6138790,12553800000
-87.34583333,12.92083333,6117240,3710200000
-17.07916667,14.97916667,6116580,453100000
10.29583333,36.80416667,6079440,151200000
109.2291667,13.8125,6063060,644000000
102.4791667,2.104166667,6047900,682900000
102.0875,12.5375,6037760,1378100000
-89.22083333,13.45416667,6035900,167800000
124.3791667,40.02916667,6031520,1398500000
115.2625,-8.6625,6004540,491800000
107.5541667,16.57916667,6004190,1042900000
-79.89583333,-6.9125,5999830,4039900000
112.8375,21.95416667,5996670,731400000
109.2458333,13.3625,5991790,1838100000
13.4875,-10.2375,5989350,22894500000
32.65416667,29.12916667,5977650,4284600000
120.5375,18.2125,5967910,1319100000
51.02083333,10.42916667,5967760,28645000000
121.6875,25.17916667,5967290,38900000
23.85416667,56.97083333,5950380,17477500000
113.4041667,22.22083333,5922770,277200000
120.9208333,31.7625,5921290,165800000
100.5541667,13.5125,5904420,44200000
79.8125,11.87916667,5897150,2665800000
81.82083333,6.820833333,5896070,617100000
124.2625,8.270833333,5894340,701200000
107.4291667,-7.504166667,5835310,458200000
108.5458333,-6.545833333,5809550,275500000
-77.24583333,-11.6125,5804440,3142900000
-74.8875,11.04583333,5790630,258800000
119.9375,34.44583333,5790420,388700000
106.4291667,17.72083333,5775310,1843700000
120.1125,23.29583333,5771950,399900000
128.4125,40.12916667,5768170,1949700000
106.7625,20.94583333,5766970,100200000
99.9875,12.4125,5761440,2846700000
102.2375,2.204166667,5752580,628000000
-77.02916667,-12.15416667,5748620,152800000
110.2125,21.07083333,5738720,313100000
12.9625,-12.92916667,5738380,15720600000
-74.0125,40.7375,5720680,34826900000
-68.3375,11.0625,5717480,17702400000
109.1458333,-6.845833333,5711960,248000000
-70.0125,18.42083333,5708650,568800000
120.3541667,24.00416667,5696780,232300000
121.3625,31.4875,5685760,34400000
105.7375,19.22083333,5685390,406100000
120.8458333,14.4125,5680370,236300000
120.0375,35.85416667,5673520,344300000
123.5125,7.8375,5671860,547700000
125.7375,7.3125,5669270,704000000
108.8958333,15.0875,5662610,880000000
125.3791667,6.6875,5657450,1231500000
121.0541667,13.7375,5640840,400200000
11.9875,-4.995833333,5626880,3564900000
125.6791667,7.2625,5618430,582400000
31.6125,-29.12083333,5604650,844200000
110.4125,1.570833333,5601450,1444700000
35.44583333,46.4375,5600770,4561900000
113.3208333,-3.2125,5593240,19131900000
126.6708333,37.82916667,5588800,8093400000
-83.7375,12.0875,5584530,11507000000
-79.97083333,-3.204166667,5582730,4655200000
67.4375,24.77916667,5580770,103600000
113.2041667,-7.7375,5561600,290900000
121.0541667,31.72916667,5548460,184900000
80.90416667,9.004166667,5517170,1130200000
107.5875,-7.5625,5501050,491300000
107.1041667,16.99583333,5500770,882000000
108.5708333,11.17916667,5487590,2034700000
-47.3875,-24.6375,5485820,24815400000
119.2958333,-1.420833333,5483350,7145700000
107.7791667,10.6625,5480990,829800000
139.7458333,35.54583333,5477960,1231700000
11.7125,-4.479166667,5473600,59689500000
113.0791667,22.4625,5465090,176000000
13.1625,-8.929166667,5464860,457200000
120.9958333,32.5375,5463880,218900000
61.5125,25.17916667,5431470,20595600000
109.3458333,-6.8625,5421750,226700000
91.97083333,21.45416667,5414600,587300000
97.14583333,17.1125,5412890,3040900000
-77.42916667,4.0875,5404430,15398400000
117.5708333,38.6375,5398000,443800000
29.2125,41.22083333,5393120,840100000
39.22083333,-4.670833333,5389010,6719100000
108.9875,14.84583333,5365360,410800000
-0.5875,5.3625,5362860,1703600000
95.29583333,5.5625,5359080,1609000000
109.6291667,-6.845833333,5356760,351900000
-6.620833333,4.745833333,5355680,3319600000
120.2708333,22.60416667,5350070,66600000
121.6541667,14.77916667,5346720,970700000
116.5625,23.3625,5346200,74100000
113.6125,22.9375,5342740,192900000
-34.8875,-8.079166667,5341590,7616400000
18.1375,-32.77083333,5334280,7743200000
99.4125,3.3875,5330390,1651600000
27.5875,-33.22083333,5326980,422400000
80.20416667,15.49583333,5313310,8856600000
95.27916667,16.17916667,5310270,712900000
100.4208333,5.2875,5300680,175300000
-38.60416667,-3.695833333,5299620,792400000
-56.3875,-34.77916667,5297990,13491600000
-97.79583333,15.99583333,5297870,18335800000
95.3875,16.27083333,5293680,756200000
121.6625,32.05416667,5290400,246800000
-48.49583333,-1.4875,5287220,49626100000
121.2625,30.6875,5278880,199900000
113.1458333,-7.7375,5268340,289200000
98.9375,1.029166667,5252020,4893400000
-87.27916667,13.02916667,5250370,2424700000
123.8375,10.2375,5240960,109000000
39.8125,-16.4125,5240470,10266200000
121.4541667,31.82083333,5236500,165400000
119.2791667,39.57083333,5219190,316200000
35.97083333,34.64583333,5217290,1239500000
105.5541667,-2.420833333,5216930,2844700000
7.070833333,4.779166667,5214790,230100000
121.4708333,29.12083333,5201500,351300000
7.0625,4.770833333,5193280,220700000
119.4041667,39.77083333,5189280,1090600000
118.6625,24.79583333,5187050,148900000
100.0625,8.470833333,5170680,454400000
114.5541667,-3.329166667,5166780,3787900000
